Source,Target,Type,Name,Year,Partnerhip Type,Weight
13,1,Undirected,Towards a Gender-Responsive Implementation of the United Nations Convention to Combat Desertifaction,2018,Co-authorship,0.33333333
18,5,Undirected,Transboundary Diagnostic Analysis: Canary Current Large Marine Ecosystem,2016,Co-authorship,1
1,5,Undirected,UN Biodiversity Lab,2021,Collaborative partnerhip,0.333333333
1,44,Undirected,UN Biodiversity Lab,2021,Collaborative partnerhip,0.333333333
5,44,Undirected,UN Biodiversity Lab,2021,Collaborative partnerhip,0.333333333
5,18,Undirected,UN Decade on Ecosystem Restoration,2021,Collaborative partnerhip,1
24,5,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,17,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,36,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,12,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,8,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,9,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
24,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,17,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,36,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,12,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,8,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,9,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
5,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,36,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,12,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,8,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,9,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
17,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
36,12,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
36,8,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
36,9,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
36,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
36,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
12,8,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
12,9,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
12,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
12,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
8,29,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
8,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
29,21,Undirected,UN E-Waste Coalition,2018,Collaborative partnerhip,0.022222222
10,5,Undirected,UN Environment/OCHA Joint Environment Unit,1994,Collaborative partnerhip,1
18,9,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
18,5,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
18,26,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
18,3,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
18,49,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
9,5,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
9,26,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
9,3,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
9,49,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
5,26,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
5,3,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
5,49,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
26,3,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
26,49,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
3,49,Undirected,UN Forum on Sustainabilty Standards,2012,Coordinated activity,0.066666667
1,5,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
1,41,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
1,46,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
1,43,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
5,41,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
5,46,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
5,43,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
41,46,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
41,43,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
46,43,Undirected,UN Inter-agency taskforce on illicit trade in wildlife and forest products,2017,Collaborative partnerhip,0.1
1,18,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,21,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,22,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,37,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,21,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,22,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,37,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
18,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,21,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,22,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,37,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,22,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,37,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
21,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,37,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
22,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,6,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
37,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,45,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
6,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,3,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
45,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,25,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
3,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,26,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
25,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
26,12,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
26,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
26,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
26,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
12,28,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
12,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
12,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
28,32,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
28,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
32,31,Undirected,UN-Oceans ,2017,Coordinated activity,0.00952381
1,5,Undirected,UN-REDD,2017,Collaborative partnerhip,0.33333333
1,18,Undirected,UN-REDD,2017,Collaborative partnerhip,0.33333333
5,18,Undirected,UN-REDD,2017,Collaborative partnerhip,0.33333333
45,43,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,18,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,34,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,20,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,21,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
45,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,18,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,34,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,20,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,21,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
43,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,34,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,20,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,21,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
18,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,20,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,21,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
34,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,21,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
20,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,33,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
21,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
33,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
